id,value
id_0,6.525689965905239
id_1,18.17109422718138
id_2,24.435178598572303
id_3,7.6813631921459145
id_4,27.097107104453702
id_5,22.111499412677155
id_6,23.71930572054842
id_7,30.7313923737701
id_8,16.875935740594883
id_9,59.54201960984042
id_10,11.761382580945277
id_11,9.34394805638946
id_12,63.25283695386702
id_13,53.24384544600115
id_14,22.074667025029783
id_15,12.205980433337654
id_16,32.352083976161545
id_17,66.67046816987754
id_18,-0.5120093313797537
id_19,17.12338027391463
id_20,41.88436832921024
id_21,72.31237469738794
id_22,9.244876593708824
id_23,17.9462319000743
id_24,14.721194063959208
id_25,38.19312386736079
id_26,14.847968428435802
id_27,62.85225164733654
id_28,7.235713509475601
id_29,55.53934140196938
id_30,24.403786713977283
id_31,8.660093999320367
id_32,2.5571590359667784
id_33,18.67866106833924
id_34,27.65996325231841
id_35,37.24420368235963
id_36,43.33033568600141
id_37,29.676615200066113
id_38,41.91724328559975
id_39,35.411247463108026
id_40,7.708540034329683
id_41,41.18622859789184
id_42,30.442378378741644
id_43,51.0880083695611
id_44,17.465406601660096
id_45,35.43622336702248
id_46,24.61436951034404
id_47,9.698896387888901
id_48,26.608570508893923
id_49,32.27777873225766
id_50,20.29641058077216
id_51,7.89959852908019
id_52,20.46405280761194
id_53,52.59726562366075
id_54,15.908774377495165
id_55,36.23929930149503
id_56,33.06807578257522
id_57,20.729237105528913
id_58,57.32297675849087
id_59,22.76321490347488
id_60,14.316403709338367
id_61,41.8201997838025
id_62,12.761354874431868
id_63,48.51202145289095
id_64,14.21032469629889
id_65,14.995535496990065
id_66,14.483846933912227
id_67,-0.989760608387379
id_68,43.82587443183169
id_69,29.07678037470453
id_70,20.2968210717362
id_71,41.69335499742014
id_72,60.44686323835117
id_73,5.583881246408935
id_74,16.498534985290533
id_75,3.3663505133082725
id_76,40.32371699115522
id_77,14.231524113437631
id_78,21.663798334874944
id_79,21.043095439516534
id_80,23.887752501083092
id_81,36.10942442854861
id_82,21.818012809876866
id_83,92.48872057892393
id_84,37.31796215036305
id_85,27.918520124107637
id_86,22.022739045151248
id_87,33.51960837668253
id_88,23.302332443318402
id_89,19.757114663383298
id_90,28.66458037100159
id_91,41.45255326549731
id_92,4.848986052275325
id_93,38.52519252050628
id_94,45.77411626270607
id_95,16.500635640833515
id_96,31.49939040062659
id_97,13.005742763464328
id_98,23.256751801646555
id_99,4.583203582137611
id_100,18.190303310001894
id_101,26.423149661629036
id_102,14.08956093519471
id_103,15.908014491761422
id_104,23.945984654817433
id_105,39.7701255763081
id_106,31.494418348196163
id_107,6.162863577253144
id_108,6.085260023044524
id_109,78.5663346420118
id_110,48.07280531230764
id_111,17.145982793184487
id_112,27.654880506837703
id_113,15.167837221214993
id_114,13.73955849726986
id_115,24.91829895366892
id_116,26.622912160277437
id_117,10.50226971020542
id_118,18.455403424443855
id_119,19.548927238616244
id_120,80.5175480287867
id_121,25.478375016009775
id_122,37.238147649109784
id_123,25.46701607642279
id_124,7.423205442188163
id_125,38.8179425345893
id_126,9.259533489013325
id_127,21.87048053231147
id_128,29.15900967365889
id_129,62.87634493450701
id_130,21.914331830447093
id_131,23.431533571966906
id_132,58.98647564119127
id_133,15.181967762390551
id_134,14.151158168338874
id_135,2.6332672157839134
id_136,12.565184938253855
id_137,58.64791729164424
id_138,20.448160669038035
id_139,5.364715370429135
id_140,29.037852712373255
id_141,25.336215553997025
id_142,45.274707315905445
id_143,30.80044491880329
id_144,18.31714670323584
id_145,26.006052631374178
id_146,11.986153368626983
id_147,52.00876523529509
id_148,23.42092819713181
id_149,38.58457948671732
id_150,10.12202594958378
id_151,8.167513607990433
id_152,23.30703600417557
id_153,6.373949003577989
id_154,14.985146391825486
id_155,40.99878313741363
id_156,7.792163419495699
id_157,36.180363606939835
id_158,11.168010456118633
id_159,19.139409743947308
id_160,41.570570926272204
id_161,19.337776247581704
id_162,13.27295864323845
id_163,8.137147350655491
id_164,52.69874398869721
id_165,31.263425149626325
id_166,-0.3741949223782064
id_167,16.278146942869597
id_168,63.59586814682878
id_169,13.897750601975394
id_170,63.543393148266
id_171,39.21306409865404
id_172,26.991315819071687
id_173,20.334610656469714
id_174,61.22421691894672
id_175,25.008010684516005
id_176,21.01253353000175
id_177,37.3897117570579
id_178,12.42038293885993
id_179,31.255206422276206
id_180,16.807147476231734
id_181,11.690405604854105
id_182,55.7340125017421
id_183,46.33727182182807
id_184,15.718382012735546
id_185,35.25679779291055
id_186,26.176205312219132
id_187,69.028202488621
id_188,9.970857828021545
id_189,57.82553664538597
id_190,38.18447338128074
id_191,15.446447163823725
id_192,28.997168190602206
id_193,0.1435630128720071
id_194,19.10912141386113
id_195,0.9180659837070835
id_196,33.73371105758963
id_197,10.43978478864738
id_198,18.884156393765128
id_199,60.07257275631818
id_200,25.137224175389452
id_201,25.589526842848237
id_202,64.58906069489315
id_203,10.345528952524454
id_204,9.197850045504284
id_205,11.258371068277759
id_206,7.33913501241541
id_207,1.696101519194091
id_208,124.0585613579623
id_209,20.74129147802914
id_210,16.375100205350954
id_211,13.951191300888585
id_212,36.248726500033584
id_213,35.9508626073932
id_214,18.941763070721564
id_215,34.94556351749302
id_216,78.53838643271969
id_217,0.5232998735412829
id_218,12.922200247581332
id_219,31.748705960418892
id_220,14.937341073298631
id_221,12.839302170945233
id_222,113.3546913723899
id_223,12.993843314010029
id_224,16.45822244746751
id_225,64.2517967529806
id_226,16.098090751642555
id_227,19.63599666929273
id_228,10.107056128804308
id_229,3.726131463873632
id_230,46.364694106128695
id_231,12.643240004044513
id_232,53.719616454480196
id_233,42.39150608506318
id_234,25.546724058137237
id_235,40.81021131168178
id_236,69.06514024315383
id_237,42.28018267445502
id_238,11.18494459980804
id_239,18.28120415941778
